#Zeit; y_1
1,35;2,239580052
1,36;2,260492668
1,37;2,281345789
1,38;2,30213789
1,39;2,322867473
1,4;2,343533069
1,41;2,364133237
1,42;2,384666563
1,43;2,405131659
1,44;2,425527167
1,45;2,445851752
1,46;2,46610411
1,47;2,486282958
1,48;2,506387045
1,49;2,526415142
1,5;2,546366046
1,51;2,56623858
1,52;2,586031594
1,53;2,605743961
1,54;2,625374579
1,55;2,64492237
1,56;2,664386283
1,57;2,683765288
1,58;2,703058381
1,59;2,72226458
1,6;2,741382929
1,61;2,760412493
1,62;2,779352361
1,63;2,798201644
1,64;2,816959477
1,65;2,835625016
1,66;2,854197441
1,67;2,872675951
1,68;2,89105977
1,69;2,909348141
1,7;2,92754033
1,71;2,945635623
1,72;2,963633328
1,73;2,981532773
1,74;2,999333306
1,75;3,017034295
1,76;3,03463513
1,77;3,052135219
1,78;3,069533991
1,79;3,086830893
1,8;3,104025391
1,81;3,121116972
1,82;3,13810514
1,83;3,154989418
1,84;3,171769349
1,85;3,188444491
1,86;3,205014422
1,87;3,221478738
1,88;3,237837052
1,89;3,254088994
1,9;3,270234212
1,91;3,28627237
1,92;3,30220315
1,93;3,318026249
1,94;3,333741381
1,95;3,349348277
1,96;3,364846684
1,97;3,380236363
1,98;3,395517092
1,99;3,410688665
2;3,425750889
2,01;3,440703588
2,02;3,455546601
2,03;3,470279779
2,04;3,484902991
2,05;3,499416118
2,06;3,513819055
2,07;3,528111712
2,08;3,542294013
2,09;3,556365893
2,1;3,570327304
2,11;3,584178208
2,12;3,597918581
2,13;3,611548414
2,14;3,625067707
2,15;3,638476475
2,16;3,651774744
2,17;3,664962552
2,18;3,678039951
2,19;3,691007002
2,2;3,70386378
2,21;3,716610369
2,22;3,729246867
2,23;3,74177338
2,24;3,754190027
2,25;3,766496938
2,26;3,778694253
2,27;3,790782121
2,28;3,802760703
2,29;3,814630171
2,3;3,826390704
2,31;3,838042493
2,32;3,849585738
2,33;3,861020648
2,34;3,872347443
2,35;3,88356635
2,36;3,894677606
2,37;3,905681457
2,38;3,916578157
2,39;3,927367971
2,4;3,938051168
2,41;3,948628028
2,42;3,959098841
2,43;3,969463901
2,44;3,979723511
2,45;3,989877984
2,46;3,999927638
2,47;4,009872799
2,48;4,019713801
2,49;4,029450984
2,5;4,039084696
2,51;4,048615292
2,52;4,058043131
2,53;4,067368582
2,54;4,07659202
2,55;4,085713824
2,56;4,094734381
2,57;4,103654083
2,58;4,11247333
2,59;4,121192526
2,6;4,129812079
2,61;4,138332407
2,62;4,14675393
2,63;4,155077073
2,64;4,16330227
2,65;4,171429955
2,66;4,179460571
2,67;4,187394563
2,68;4,195232382
2,69;4,202974485
2,7;4,21062133
2,71;4,218173381
2,72;4,225631109
2,73;4,232994984
2,74;4,240265484
2,75;4,247443089
2,76;4,254528284
2,77;4,261521555
2,78;4,268423396
2,79;4,275234301
2,8;4,281954768
2,81;4,2885853
2,82;4,2951264
2,83;4,301578577
2,84;4,307942341
2,85;4,314218207
2,86;4,320406691
2,87;4,326508312
2,88;4,332523591
2,89;4,338453053
2,9;4,344297225
2,91;4,350056635
2,92;4,355731814
2,93;4,361323297
2,94;4,366831616
2,95;4,372257311
2,96;4,37760092
2,97;4,382862983
2,98;4,388044043
2,99;4,393144645
3;4,398165332
3,01;4,403106653
3,02;4,407969156
3,03;4,41275339
3,04;4,417459906
3,05;4,422089255
3,06;4,426641991
3,07;4,431118667
3,08;4,435519838
3,09;4,439846059
3,1;4,444097886
3,11;4,448275876
3,12;4,452380587
3,13;4,456412577
3,14;4,460372403
3,15;4,464260624
3,16;4,4680778
3,17;4,471824489
3,18;4,475501251
3,19;4,479108646
3,2;4,482647232
3,21;4,48611757
3,22;4,489520218
3,23;4,492855737
3,24;4,496124684
3,25;4,499327619
3,26;4,5024651
3,27;4,505537685
3,28;4,508545932
3,29;4,511490398
3,3;4,514371639
3,31;4,517190211
3,32;4,519946669
3,33;4,522641568
3,34;4,525275461
3,35;4,527848902
3,36;4,530362442
3,37;4,532816633
3,38;4,535212024
3,39;4,537549165
3,4;4,539828603
3,41;4,542050885
3,42;4,544216558
3,43;4,546326165
3,44;4,54838025
3,45;4,550379354
3,46;4,552324019
3,47;4,554214783
3,48;4,556052185
3,49;4,55783676
3,5;4,559569043
3,51;4,561249567
3,52;4,562878865
3,53;4,564457466
3,54;4,565985898
3,55;4,567464689
3,56;4,568894362
3,57;4,570275442
3,58;4,571608449
3,59;4,572893903
3,6;4,574132322
3,61;4,575324221
3,62;4,576470114
3,63;4,577570514
3,64;4,578625929
3,65;4,579636867
3,66;4,580603836
3,67;4,581527337
3,68;4,582407872
3,69;4,583245942
3,7;4,584042043
3,71;4,58479667
3,72;4,585510317
3,73;4,586183473
3,74;4,586816627
3,75;4,587410265
3,76;4,587964871
3,77;4,588480926
3,78;4,588958909
3,79;4,589399298
3,8;4,589802565
3,81;4,590169184
3,82;4,590499623
3,83;4,590794349
3,84;4,591053827
3,85;4,591278519
3,86;4,591468884
3,87;4,591625379
3,88;4,591748459
3,89;4,591838575
3,9;4,591896177
3,91;4,591921711
3,92;4,591915621
3,93;4,59187835
3,94;4,591810335
3,95;4,591712013
3,96;4,591583817
3,97;4,591426178
3,98;4,591239525
3,99;4,591024282
4;4,590780873
4,01;4,590509718
4,02;4,590211233
4,03;4,589885834
4,04;4,589533933
4,05;4,589155938
4,06;4,588752256
4,07;4,58832329
4,08;4,587869442
4,09;4,587391109
4,1;4,586888687
4,11;4,586362567
4,12;4,585813141
4,13;4,585240794
4,14;4,584645911
4,15;4,584028873
4,16;4,583390058
4,17;4,582729842
4,18;4,582048599
4,19;4,581346697
4,2;4,580624504
4,21;4,579882385
4,22;4,579120701
4,23;4,57833981
4,24;4,577540069
4,25;4,57672183
4,26;4,575885445
4,27;4,575031259
